index,brand,model,image_absolute_path,source_url
242,Michael Kors,Mk3062 Belleville,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\242_michael_kors_mk3062_belleville.jpg,https://www.opsm.com.au/glasses/michael-kors/mk3062-belleville/725125388757
243,Michael Kors,Mk3012 Adrianna Iv,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\243_michael_kors_mk3012_adrianna_iv.jpg,https://www.opsm.com.au/glasses/michael-kors/mk3012-adrianna-iv/725125008396
244,Michael Kors,Mk4067U Santa Clara,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\244_michael_kors_mk4067u_santa_clara.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4067u-santa-clara/725125032285
245,Michael Kors,Mk3051 Andalusia,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\245_michael_kors_mk3051_andalusia.jpg,https://www.opsm.com.au/glasses/michael-kors/mk3051-andalusia/725125366106
246,Michael Kors,Mk4076U Rome,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\246_michael_kors_mk4076u_rome.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4076u-rome/725125380430
247,Michael Kors,Mk4088 Sitka,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\247_michael_kors_mk4088_sitka.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4088-sitka/725125375139
248,Michael Kors,Mk4091 Palawan,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\248_michael_kors_mk4091_palawan.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4091-palawan/725125379724
249,Michael Kors,Mk4094U Karlie I,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\249_michael_kors_mk4094u_karlie_i.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4094u-karlie-i/725125383530
250,Michael Kors,Mk4105Bu Georgetown,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\250_michael_kors_mk4105bu_georgetown.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4105bu-georgetown/725125394758
251,Michael Kors,Mk4104U Perth,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\251_michael_kors_mk4104u_perth.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4104u-perth/725125395519
252,Michael Kors,Mk4106U Westport,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\252_michael_kors_mk4106u_westport.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4106u-westport/725125396257
253,Michael Kors,Mk4058 Caracas,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\253_michael_kors_mk4058_caracas.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4058-caracas/725125000321
254,Michael Kors,Mk4115U Castello,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\254_michael_kors_mk4115u_castello.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4115u-castello/725125405799
255,Michael Kors,Mk3070 Crested Butte,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\255_michael_kors_mk3070_crested_butte.jpg,https://www.opsm.com.au/glasses/michael-kors/mk3070-crested-butte/725125402804
256,Michael Kors,Mk4110U Avila,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\256_michael_kors_mk4110u_avila.jpg,https://www.opsm.com.au/glasses/michael-kors/mk4110u-avila/725125403320
257,Michael Kors,Mk3085 Paris,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\257_michael_kors_mk3085_paris.jpg,https://www.opsm.com.au/glasses/michael-kors/mk3085-paris/725125523851
258,Moncler,ME1002,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\258_moncler_me1002.jpg,https://www.opsm.com.au/glasses/moncler/me1002/8056262267592
259,Moncler,ME1003,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\259_moncler_me1003.jpg,https://www.opsm.com.au/glasses/moncler/me1003/8056262500149
260,Moncler,ME1004,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\260_moncler_me1004.jpg,https://www.opsm.com.au/glasses/moncler/me1004/8056262284735
261,Moncler,ME3001,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\261_moncler_me3001.jpg,https://www.opsm.com.au/glasses/moncler/me3001/8056262500231
262,Moncler,ME3002,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\262_moncler_me3002.jpg,https://www.opsm.com.au/glasses/moncler/me3002/8056262500347
263,Moncler,ME3003,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\263_moncler_me3003.jpg,https://www.opsm.com.au/glasses/moncler/me3003/8056262500378
264,Moncler,ME2002,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\264_moncler_me2002.jpg,https://www.opsm.com.au/glasses/moncler/me2002/8056262255346
265,Moncler,ME2003,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\265_moncler_me2003.jpg,https://www.opsm.com.au/glasses/moncler/me2003/8056262255087
266,Moncler,ME2004D,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\266_moncler_me2004d.jpg,https://www.opsm.com.au/glasses/moncler/me2004d/8056262256053
267,Moncler,ME2005,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\267_moncler_me2005.jpg,https://www.opsm.com.au/glasses/moncler/me2005/8056262256206
268,Moncler,ME2007,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\268_moncler_me2007.jpg,https://www.opsm.com.au/glasses/moncler/me2007/8056262282953
269,Moncler,ME2012,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\269_moncler_me2012.jpg,https://www.opsm.com.au/glasses/moncler/me2012/8056262448113
270,Moncler,ME2023,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\270_moncler_me2023.jpg,https://www.opsm.com.au/glasses/moncler/me2023/8056262518601
271,Moncler,ME2025U,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\271_moncler_me2025u.jpg,https://www.opsm.com.au/glasses/moncler/me2025u/8056262757260
272,Polo Ralph Lauren,PH2262,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\272_polo_ralph_lauren_ph2262.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2262/8056597825047
273,Polo Ralph Lauren,PH1147,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\273_polo_ralph_lauren_ph1147.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph1147/8053672239300
274,Polo Ralph Lauren,PH1157,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\274_polo_ralph_lauren_ph1157.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph1157/8056262455937
275,Polo Ralph Lauren,PH1164,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\275_polo_ralph_lauren_ph1164.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph1164/8053672599824
276,Polo Ralph Lauren,PH1190,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\276_polo_ralph_lauren_ph1190.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph1190/8056597050616
277,Polo Ralph Lauren,PH2083,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\277_polo_ralph_lauren_ph2083.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2083/8053672675245
278,Polo Ralph Lauren,PH2117,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\278_polo_ralph_lauren_ph2117.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2117/8053672240061
279,Polo Ralph Lauren,PH2123,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\279_polo_ralph_lauren_ph2123.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2123/8056597165297
280,Polo Ralph Lauren,PH2126,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\280_polo_ralph_lauren_ph2126.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2126/8056262050804
281,Polo Ralph Lauren,PH2212,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\281_polo_ralph_lauren_ph2212.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2212/8056262050798
282,Polo Ralph Lauren,PP8036,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\282_polo_ralph_lauren_pp8036.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/pp8036/8056597004084
283,Polo Ralph Lauren,PH2218,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\283_polo_ralph_lauren_ph2218.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2218/8056597162579
284,Polo Ralph Lauren,PP8541,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\284_polo_ralph_lauren_pp8541.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/pp8541/8056597424288
285,Polo Ralph Lauren,PH2237U,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\285_polo_ralph_lauren_ph2237u.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph2237u/8056262481455
286,Polo Ralph Lauren,PH1175,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\286_polo_ralph_lauren_ph1175.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph1175/8053672756111
287,Polo Ralph Lauren,PH1215,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\287_polo_ralph_lauren_ph1215.jpg,https://www.opsm.com.au/glasses/polo-ralph-lauren/ph1215/8056262049716
288,Ralph,RA7134,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\288_ralph_ra7134.jpg,https://www.opsm.com.au/glasses/ralph/ra7134/8056597497015
289,Ralph,RA7138U,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\289_ralph_ra7138u.jpg,https://www.opsm.com.au/glasses/ralph/ra7138u/8056597607506
290,Ralph,RA7039,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\290_ralph_ra7039.jpg,https://www.opsm.com.au/glasses/ralph/ra7039/8056597810265
291,Ralph,RA7044,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\291_ralph_ra7044.jpg,https://www.opsm.com.au/glasses/ralph/ra7044/8053672321852
292,Ralph,RA7071,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\292_ralph_ra7071.jpg,https://www.opsm.com.au/glasses/ralph/ra7071/8056597909914
293,Ralph,RA7137U,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\293_ralph_ra7137u.jpg,https://www.opsm.com.au/glasses/ralph/ra7137u/8056597918664
294,Ralph,RA7146,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\294_ralph_ra7146.jpg,https://www.opsm.com.au/glasses/ralph/ra7146/8056597698894
295,Ralph,RA7151,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\295_ralph_ra7151.jpg,https://www.opsm.com.au/glasses/ralph/ra7151/8056597806787
296,Ralph,RA6055,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\296_ralph_ra6055.jpg,https://www.opsm.com.au/glasses/ralph/ra6055/8056597809535
297,Ralph,RA7147,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\297_ralph_ra7147.jpg,https://www.opsm.com.au/glasses/ralph/ra7147/8056597821209
298,Ralph,RA6057,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\298_ralph_ra6057.jpg,https://www.opsm.com.au/glasses/ralph/ra6057/8056597903813
299,Ralph,RA7154U,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\299_ralph_ra7154u.jpg,https://www.opsm.com.au/glasses/ralph/ra7154u/8056597934503
300,Ralph,RA7158U,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\300_ralph_ra7158u.jpg,https://www.opsm.com.au/glasses/ralph/ra7158u/8056262195581
301,Gentle Monster,Kant 01(BR),C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\301_gentle_monster_kant_01_br.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
302,Gentle Monster,Kant 01(BL),C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\302_gentle_monster_kant_01_bl.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
303,Gentle Monster,Kafka 01(BL),C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\303_gentle_monster_kafka_01_bl.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
304,Gentle Monster,Kafka 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\304_gentle_monster_kafka_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
305,Gentle Monster,Kant 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\305_gentle_monster_kant_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
306,Gentle Monster,Kafka 01(V),C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\306_gentle_monster_kafka_01_v.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
307,Gentle Monster,Era 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\307_gentle_monster_era_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
308,Gentle Monster,Gatta 01(C),C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\308_gentle_monster_gatta_01_c.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
309,Gentle Monster,Ego 01(B),C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\309_gentle_monster_ego_01_b.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
310,Gentle Monster,Beca 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\310_gentle_monster_beca_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
311,Gentle Monster,Rob 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\311_gentle_monster_rob_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
312,Gentle Monster,Alio X 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\312_gentle_monster_alio_x_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
313,LINDBERG,Strip Titanium,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\313_lindberg_strip_titanium.jpg,https://lindberg.com/en/collections/strip-titanium
314,LINDBERG,Strip Titanium 2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\314_lindberg_strip_titanium_2.jpg,https://lindberg.com/en/collections/strip-titanium
315,LINDBERG,Spirit,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\315_lindberg_spirit.jpg,https://lindberg.com/de/kollektionen/spirit
316,LINDBERG,Rim,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\316_lindberg_rim.jpg,https://lindberg.com/en/collections/rim
317,LINDBERG,Air,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\317_lindberg_air.jpg,https://lindberg.com/en/collections/air
318,LINDBERG,Air 2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\318_lindberg_air_2.jpg,https://lindberg.com/en/collections/air
319,LINDBERG,Rim 2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\319_lindberg_rim_2.jpg,https://lindberg.com/de/kollektionen/rim
320,LINDBERG,Djlmntcmikgrie,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\320_lindberg_djlmntcmikgrie.jpg,https://storage.googleapis.com/djlmntcmikgrie/lindberg-air-titanium-rim-catalog.html
321,EYEVAN,Model 340Rx,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\321_eyevan_model_340rx.jpg,http://eyevan7285.com/collection/model-340rx/
322,EYEVAN,Model 643,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\322_eyevan_model_643.jpg,http://eyevan7285.com/collection/model-643/
323,EYEVAN,Model 1015 2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\323_eyevan_model_1015_2.jpg,https://eyevan7285.com/collection/model-1015-2/
324,EYEVAN,Model 17047,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\324_eyevan_model_17047.jpg,http://eyevan7285.com/collection/model-17047/
325,EYEVAN,Model 190,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\325_eyevan_model_190.jpg,https://eyevan7285.com/en/collection/model-190/
326,EYEVAN,Model 185 2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\326_eyevan_model_185_2.jpg,https://eyevan7285.com/en/collection/model-185-2/
327,EYEVAN,Model 1009 2,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\327_eyevan_model_1009_2.jpg,https://eyevan7285.com/collection/model-1009-2/
328,EYEVAN,Model538,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\328_eyevan_model538.jpg,https://eyevan7285.com/collection/model538/
330,DITA,Sequoia,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\330_dita_sequoia.jpg,https://dita.com/products/sequoia-optical
331,DITA,Grand Emperik,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\331_dita_grand_emperik.jpg,https://dita.com/products/grand-emperik-optical
332,DITA,Mastix,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\332_dita_mastix.jpg,https://dita.com/products/mastix-optical
333,DITA,Statesman Three,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\333_dita_statesman_three.jpg,https://dita.com/products/statesman-three
334,DITA,Artoa 79,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\334_dita_artoa_79.jpg,https://dita.com/products/artoa-79-optical
335,DITA,Schema Two,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\335_dita_schema_two.jpg,https://dita.com/products/schema-two
336,DITA,Statesman Six,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\336_dita_statesman_six.jpg,https://dita.com/products/statesman-six
337,DITA,Lotova,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\337_dita_lotova.jpg,https://dita.com/products/lotova-optical
338,MYKITA,Dorsa Chilled Raw Taupe Pearl 10300403,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\338_mykita_dorsa_chilled_raw_taupe_pearl_10300403.jpg,https://mykita.com/en/prescription-glasses/mykita-acetate/dorsa/dorsa-c227-chilled-raw-taupe-pearl-clear-10300403
339,MYKITA,Roscoe Storm Grey 10300562,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\339_mykita_roscoe_storm_grey_10300562.jpg,https://mykita.com/en/prescription-glasses/lessrim/roscoe/roscoe-storm-grey-shiny-silver-clear-10300562
340,MYKITA,Heath Champagne 10301034,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\340_mykita_heath_champagne_10301034.jpg,https://mykita.com/en/prescription-glasses/lessrim/heath/heath-champagne-gold-clear-10301034
341,MYKITA,Isla Champagne 10300982,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\341_mykita_isla_champagne_10300982.jpg,https://mykita.com/en/prescription-glasses/lite/isla/isla-champagne-gold-clear-10300982
342,MYKITA,Maral Santiago Gradient Gra 10300330,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\342_mykita_maral_santiago_gradient_gra_10300330.jpg,https://mykita.com/en/prescription-glasses/lite/maral/maral-c9-santiago-gradient-shiny-gra-clear-10300330
343,MYKITA,Mondo Pow14 Neon Pink 10300990,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\343_mykita_mondo_pow14_neon_pink_10300990.jpg,https://mykita.com/en/prescription-glasses/lite/mondo/mondo-pow14-neon-pink-clear-10300990
344,MYKITA,Tosca Pow14 Neon Pink 10300513,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\344_mykita_tosca_pow14_neon_pink_10300513.jpg,https://mykita.com/en/prescription-glasses/lite/tosca/tosca-pow14-neon-pink-clear-10300513
345,MYKITA,Alba Indigo 10300939,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\345_mykita_alba_indigo_10300939.jpg,https://mykita.com/en/prescription-glasses/decades/alba/alba-black-indigo-clear-10300939
347,Matsuda,M3165,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\347_matsuda_m3165.jpg,https://www.matsuda.com/collections/optical
348,Matsuda,M3166,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\348_matsuda_m3166.jpg,https://www.matsuda.com/collections/optical
349,Matsuda,M5009,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\349_matsuda_m5009.jpg,https://www.matsuda.com/collections/optical
350,Matsuda,M3163,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\350_matsuda_m3163.jpg,https://www.matsuda.com/collections/optical
351,Matsuda,M1041,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\351_matsuda_m1041.jpg,https://www.matsuda.com/collections/optical
352,Matsuda,M3150,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\352_matsuda_m3150.jpg,https://www.matsuda.com/collections/optical
353,Matsuda,M3149,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\353_matsuda_m3149.jpg,https://www.matsuda.com/collections/optical
354,Warby Parker,Poston Midnight Matte,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\354_warby_parker_poston_midnight_matte.jpg,https://www.warbyparker.com/eyeglasses
355,Warby Parker,Denman Rye Tortoise Matte,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\355_warby_parker_denman_rye_tortoise_matte.jpg,https://www.warbyparker.com/eyeglasses
356,Warby Parker,Ernie Shore Pine Matte,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\356_warby_parker_ernie_shore_pine_matte.jpg,https://www.warbyparker.com/eyeglasses
357,Warby Parker,Marvin Rye Tortoise,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\357_warby_parker_marvin_rye_tortoise.jpg,https://www.warbyparker.com/eyeglasses
358,Warby Parker,Amaya Saddle Tortoise,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\358_warby_parker_amaya_saddle_tortoise.jpg,https://www.warbyparker.com/eyeglasses
359,Warby Parker,Carlton Amalfi Tortoise,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\359_warby_parker_carlton_amalfi_tortoise.jpg,https://www.warbyparker.com/eyeglasses
360,Warby Parker,Hayden Seaweed Crystal Matte,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\360_warby_parker_hayden_seaweed_crystal_matte.jpg,https://www.warbyparker.com/eyeglasses
361,Warby Parker,Wilkie Black Matte Eclipse,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\361_warby_parker_wilkie_black_matte_eclipse.jpg,https://www.warbyparker.com/eyeglasses
362,Jacques Marie Mage,Ichikawa Opt Noir X,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\362_jacques_marie_mage_ichikawa_opt_noir_x.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
363,Jacques Marie Mage,Domoto Opt Black,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\363_jacques_marie_mage_domoto_opt_black.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
364,Jacques Marie Mage,Dealan 53 Opt Breccia,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\364_jacques_marie_mage_dealan_53_opt_breccia.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
365,Jacques Marie Mage,Moscova Opt London,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\365_jacques_marie_mage_moscova_opt_london.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
366,Jacques Marie Mage,Hartigan Argyle,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\366_jacques_marie_mage_hartigan_argyle.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
367,Jacques Marie Mage,Jax Opt Etnia,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_300\images\367_jacques_marie_mage_jax_opt_etnia.jpg,https://miaburton.com/en/eyeglasses/jacques-marie-mage
