index,brand,model,image_absolute_path,source_url
1,Oakley,Holbrook Low Bridge Fit OX8100F,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\001_oakley_holbrook_low_bridge_fit_ox8100f.jpg,https://www.oakley.com/en-us/product/W0OX8100F?variant=888392603012
2,Gentle Monster,Zin 01,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\002_gentle_monster_zin_01.jpg,https://www.gentlemonster.com/kr/ja/item/ZYYE799SURVC/zin01
3,Gentle Monster,Alio GD1,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\003_gentle_monster_alio_gd1.jpg,https://www.gentlemonster.com/kr/ja/item/194RVEG6I7XGB/aliogd1
4,MOSCOT,Lemtosh,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\004_moscot_lemtosh.jpg,https://moscot.com/products/lemtosh
5,MOSCOT,Lemtosh Limited Edition Blue Fade,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\005_moscot_lemtosh_limited_edition_blue_fade.jpg,https://moscot.com/products/lemtosh-limited-edition-blue-fade
6,MOSCOT,Dolt,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\006_moscot_dolt.jpg,https://moscot.com/products/dolt
7,MOSCOT,Miltzen,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\007_moscot_miltzen.jpg,https://moscot.com/products/miltzen
8,MOSCOT,Arthur,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\008_moscot_arthur.jpg,https://moscot.com/products/arthur
9,MOSCOT,Dahven,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\009_moscot_dahven.jpg,https://moscot.com/products/dahven
10,MOSCOT,Zissel,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\010_moscot_zissel.jpg,https://moscot.com/products/zissel
11,MOSCOT,Frankie,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\011_moscot_frankie.jpg,https://moscot.com/products/frankie
12,MOSCOT,Nebb,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\012_moscot_nebb.jpg,https://moscot.com/products/nebb
13,MOSCOT,Plotz,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\013_moscot_plotz.jpg,https://moscot.com/products/plotz
14,MOSCOT,Zev,C:\Users\user\Documents\Codex\2026-06-23\new-chat\outputs\eyewear_form_research_100\images\014_moscot_zev.jpg,https://moscot.com/products/zev
